어찌 됫건 신천지 청원 하자 온라인 전쟁 한 거 사실 아님  왜 부정 함 거짓 난무 하는 집단  정신 언제 차리나 나사 빠진거 한개 만 꼽아 좀	0
음모론 장관 사람 잘 못 된 판단 해외 입국 시켜 코로나 확산 시켜놓고 뭐라는거지	0
신천지 나를 공격 한다고 이야기 하셨습니다  신천지 종이 호랑이 구겨 버려요 추낭관 님 화이팅	1
아마 박근혜 최 순 실 이명박 청산 일등 공신 중 하나 윤석열 필요 없어지니 공 없고 죄 있는  사람 만들어 버린 것 추미애 결국 이용 당하다가 버려지지 않을지 검찰 권력 문제 라면 그 더 큰 막강 권력 가진 대통령제 문 제 랍 다 그건 고칠 생각 안 하죠 이 바로 위선 조선 후기 펼쳐졌던 상황 조금 비슷합니다	0
추미애 장관 곳 내려와야지  가는데는 순서 없네  미애 먼저 옷 버고 내려와야겠네	0
누가 그렇게 악플 다나 했더니 신천지 것 들이었던거야  이 것 들 종교 집단 아니라 정치 집단 일세	0
야 니 들 사람 좀 되라 제발	0
소설가 집단	1
국민 의견 여야 다양하게 존재 하는 건데 음모 말 진짜 격 떨어지네 소설가 협회 사과 하시고 소설 그만 써라 출입국관리법 성폭력 처벌 법 손대라	0
음모론 웃기시네  신천지 아니라  대한민국 국민 입니다  입국 막지 않은 당신 인해 피해 입은 대한민국 국민 말 입니다  신천지 까지라는 그 말 참 교만하게 들리네요  당신 말 한마디 파장 큰지 본인 더 잘알텐데 쯧  표정 관상 참 교만 하늘 찌르며  말 한마디 한마디 정말 교만 띠르네 쯧  입국 막지 않은 그 죄 가장 크다는 걸 앍 온 국민 기만 당 신 죄 돌아보시길 바란다  자꾸 누군가 뒤집어 씌울 생각 ㅡ 쯧	0
참 세 상이 희안하게 돌아가네  죄 문재인 정부 짓고  신천지 마녀사냥 있네  세상 미쳐가고 가짜 판치는 세상  하지만 멀지 않아 가면 벗겨진다	0
속 터지겄 사실 말 해도 믿지도 듣지도 보려고 하지도 확인 않고 언론플레이 그냥 덮어놓고 댓글다는 인생 들한데 사실 알려주면 믿겠어 한기총 연 극 연출 신천지 넚놓 있다가 또 얻어 맞고 있네 풍전등화 신천지 신세 추 장관 시대 웅 둔갑 할수 있으니 좋은 기회 미스 추	0
변호사 분 말씀 박원순 시장 관련 사건 좀더 많은 신경 쓰셔야지요  법 서 로간 약속 그리고 힘없는 사람 들 방패 되어야 하는데	0
말 다시 담지 못 한다지요      그 말 한 것 후회 할 날 올 태 요	0
짐승 같은 세상  짐승 눈 짐승 볼수 없지	0
이만 희 전광훈 도 찐 개 찐	0
예수님 신천지 와  예수님 죄 없으시지만 우리 죄 위 하여 책임 지시 대신 십자가 지셨으니 이만 희 자기 죄 십자가 지면 되겠네 사기 횡령 가정 파괴 죄 성경 사기 친 죄  감옥 영생	0
예수 인류 죄 대신 지셨지 먄 이만 희는 자기 살라 성경 사기치는 사기꾼 돈 궤 맡은 가 롯 유다 지옥 영생 답니  젊은 청년 층 떨어뜨리고 몸 다치 게 가출 시키는  천하 거짓 집단 구속 구상권 청구	0
전 초림때 최고 이단 예수님  재림 때 오늘날 최고 이단 신천지  예수님 신천지	0
신천지 신도 들 꼴 보기 싫 어서 구속 합시다	0
반드시 구속 해야 합니다  그리고 구상권 사기 친 돈 박아 내야 합니다	0
예수 되어 부 할하는지 처향 해봐라	0
저 영감 감옥 생 마감 하게하라	0
조국 경 심 구속 시켜 노인 네 뭔 구속	0
구속 시키고 재산 몰수 해서  국고 환수 하세요  신천지 땜시 코로나 퍼져서  난리 난리	0
새누리당 결합 관계 밝혀야	0
이만 희 구속 해야 한다	0
아마도 미 통 당 왼 팔이 짤려나 가는데  가만히 있겠나  온갖 수단 방법 안 가리고 방해 할것 임  미 통 당 소속 판새 아니길 바랄 뿐	0
생긴것이 밮맛	0
이다판사들아	0
박살 내자 신천지 그나저나 대구 권시 장 신천지 구상권 청구 한다더니 어찌 돼가고 있는지  보여주기 식인 의료 수당 다 챙겨 줬는지  신천지 이해 안되는 대구 시장 대구 경북 시민 들	0
개독 들 모조리 살 처분 해서 청정 국가 만들자	0
미 통닭 쉴드 쳐주던데	0
대현 교회 로써 사회 적 순 기능 역할  사회 적 폐 노릇 하 종교 제한 받아 야한다	0
천하 사기꾼  통합 당 내통  바로 구속 해라	0
인천 학원 강사 구속 시 켯 는데 몇 천명 전염 시킨 주 범 구 속 안시 키 정말 공평하지 않음 신천지 중국 왕래 사람 들 특히 구 속 감	0
구속 답 ᆢ	0
ㅋㅋ 구속 못 시킬 걸 판사 이만 희가 위 있잖아 ㅎㅎㅎ	0
사회 적 중형  내부 신천지 첩자 들 의해서  집행유예	0
압수수색 한다고 다 가져가놓고 증거 멸 어찌 합 생각 좀 사시길 바랍니다	0
사 헝 시키고 재산 몰수 해서 희생 자 들 나눠줘라	0
제발 이만 희사 이비 교주 구속 되 기를 바란다  사이비 신천지 와해 되어서 나라 국민 평안해 지기 진심 기원 드립니다  대한민국 홧팅 ♡  대한민국 국민 홧팅 ♡	1
자산 몰수 구상권 청구 반드시 동시 해	0
신앙 빙자 해 사리 사욕 채우는 집단 들 엄하 다스려라	0
추 장관 공격 신천지 댓글 부대  모두 어디 숨었지  곧 스멀스멀 나오겠지	0
망년  노인  불쌍하고 어리석은 신도 들  나를 따르라고 하고  온 ㆍ 가족 들 망조 들  사회 망 뜨려  본인  죽기전에  국민 심판 받아야 됩니다	0
이만 희의 뒷 배 조 사 함 어떨 런  미 통 당 건 알 만 사람 다 알	0
전광훈 목사 같이 교도소 반성 하며 조용히 살아라	0
구속 되는 것 성경 나온다고 신도 들 말 했다지 그럼 예정 가자 죽어도 기적 일어나겠지	0
코로나 명단 축소 해서 구속 교회 건물 짓는데 횡령 구속  아니 너무 비교 되는데  내가아는것만도 정치 교회 목사 들 한 패 눈감아주는 건가  일 똑바로 해 진짜	0
살아있는 신 아니신 감  그럼 뭐 문제  신천지 신도 들 왜 난리 신	0
매국노 균 천지 몰아 냅시다	0
주호영  그리고 사본 진위 여부 가리기 위해 국정원장 주호영 고소해서 사법 처리 해야 할것이다	0
거짓말쟁이 집단 들 만 희야 아직 숨쉬나	0
교회 쟁이 들 좀 처분 좀 하자	0
구속 시켜주세요  그리고 젊은 아이 들 세 놰 시켜서 가출 하게 만든 죄 다스려 주시 가능하면 무기징역 해주시 미 통 당 연결 되어있나 낱낱 히 조사 해주세요	0
쇼 쇼 쇼	1
구속 이모 냣 × 같은 인간  걍 즉각 불 태워 없에  반 동 분자  나라 도움 바랄 때 안 도와주고  방해 했다는것은 사형 감	0
이만 희는 구속 답 이번 기회 신천지 없어져야 된다	0
이만 희 개 색 기 나가 뒤 져	0
신천지 관련 된 개 한당 의원 들  조사 하여 구속 하여라	0
가정 파괴 범 받 드시 구속 시켜라	0
도주 우려 있는 넘이다 숨쉬는것 빼고 모략 거짓말 속이는 집단 반드시 구속 시켜야 하고 거짓말 하면 가중 처벌 하 징역 이상은 선고 받아야 할 넘이다 피해자 들 눈물 보았는가	0
귀 걸면 코걸이 코 걸면 귀 걸이 구속 하려고 작정 했네 죄 없는 분	0
저 놈 무조건 적 죽여야 됀다	0
구속 기각 하는 판사 각오 하	0
자칭 신 감옥 가는데 무슨 걱정 이마 니 들어가면 제일 걱정 사람 들 이마 니 짝 짜 꿍 했거나 기생 했던 기생충 들이겠지 이마 구속 버럭 하는 사람 들 보면 바로 자동 인증 같은 패거리	0
나이 핑계 등 구 속 기각 하 판사 국민 적 저항 전 국민 적 욕 받이 될거고 매국노 될거란 걸 꼭 명 심하고 심사 하 이런 늙은 사악한 사기꾼 전 국민 상대로 기 고만 장 사기꾼 구속 해야 한다	0
신 골치 아파 하시는 가짜 교주 가짜 성직자 가짜 목사 악귀 들어간 땡 중 민초 들 괴롭히지 못 하게 뿌리을 뽑아야 합니다 전 재산 몰수 해서 원래 주인 원상 복귀 신도 들 나누어 주세요 성직자 먼저 보내고 그 다음 총 칼 침략 식민지 역사 신 이용 하는 사기꾼 외국인 성직자 난민 투기 꾼 국적 국토 돌려 받고 보내세요	0
저 할 비는 사형 감	0
토 왜구 당 뭐 하노  교주 잡혀간다  장외 투쟁 해야지	0
마귀 어쩌 저 써고 ♪♪ 하더니 당신 마귀 같다 어리석은 신도 꼬 서서 ㅉㅉㅉ 벌 많이 받으셰용	0
감방 탈출 하는거 아니가 신 늠	0
꼭 구속 시켜라	0
마니야 그냥 자결 해라  신천지 분해 시키고	0
인간 탈 쓴 마귀  처단 하자  사형 신도 들 정신 차리고 집 가세	0
구속 답 신천지 전 자산 압류 시도 들 깨주라	0
이긴자는 갠 안타 죽지 않을거고 구속 되어 존비 되거라	0
이 만 희 사교 주가 아직도 구속 되지 않다니  검새 들 판새 들 돈 먹었냐  아니면 신천지 신도	0
수많은 가정 파괴 젊은 청춘 앚아간 그 죄값 어떻게 치를 것	0
필리핀 추방 시켜 버리세요	0
검찰 철저히 수사 해서 범죄 사실 드러나면 모두 무기징역 처 하	0
추 장관 공격 하겠네  둘다 꼴 보기 싫은데  내 방송 수신료 돌리도	0
저 엎드린 대가리 콱짓 밟아 놔라  어디서 사 기질 거짓말 도둑질 하면서  가정 파탄 시키나  싸가지 없는 놈  머  예수 지 넘 기 들어온다고  꼴깞 하네못 돼 쳐 먹은 사기꾼 놈	0
사이비 교주 많은 사람 들 피 같은 돈  뜯어 갔던거 다 환수 합시다	0
오늘 구속 되면 이나라 법 물법 아니요 판사 제 정신 일것이다 국민 들 똑똑히 지켜볼것이자 이만 희 같은 죄질 나쁜 교주 구 속 안 시킨다면 교도소 있는 죄인 들 다 풀어줘야 마땅하다	0
조건 없이 구속 해도 무방 함	0
참 빨 리도 한다	0
구속 시켜라  사이비 종교 혹세 무민 국가 국민 안위 위협 하는 이 자를 구속 해서 철저히 조사 후 응당 처벌 받오록 해야 합니다  게다가 신천지 좀비 들 자로 추 장관 모독 거짓 뉴스 퍼트 리 편지 인천 강남 뿌리 있습니다  경찰 이 또한 수사 나서야 하지 않겠습니까	0
사탄 바로 너 ᆢ	0
영원히 혹세 무민 못 하게 사형	0
구속 못 하면 이만 희 미 통 당 맞겠짘 ㅋㅋㅋ	0
신천지  개천	0
천당 갈까  지옥 갈까  그래도 죽는거 싫다네  ㅋ ㅋ	0
저 놈 아직도 구속 안 됐구나	0
당 연히 구속 시켜야지 예수 잇다 믄 살려 주겟지	0
사이비 사기꾼 이 희	0
물 흐려놓은 집단 사회 악	0
죄인 이 사이비종교 밋	0
문죄인 기독교 신자	0
이참 사이비 종교 정리 좀 하자	0
사회 악 나라안에 작은 나라 수준	0
구속 답 입니다  가정 깨 트리 사회 악 입니다	0
구속 해라  고령자 또 봐주는건 아니지	0
악마 탈 쓴 인간  구속 시켜 빨리 죽게 만들어 야한다	0
신천지 교주 구속 이 더불어 교주도 구속 해야지 더불어 범죄자 들 감싸고 옹호 하는것 신천지 보다 더불어가 더해면 했지 못 하다고는 안 본다	0
사이비 교단 해산 시켜라	0
신천지 기독교 본질 다릅니다 신천지 사기꾼 입니다 일부 몇개 이 단 교회 가지 기독교 판단 하지 마세요 과일 한 박스 사더라도 상한 있는데 일부 이상한 교회 가지 전체 판단 하지 않길 바랍니다 대부분 교회 들 누구 방역 잘 하고 있습니다 이름 없이 빛 없이 가장 낮은 곳 가서 어려운 이웃 들 빛 되는 분 들 많구요	0
거짓 신앙 못 된 사기꾼 구속 시켜서 호로 보내라 미친 노인내가 추 장관 탄핵 시키라고 ♩♪ 사기꾼 너 깜방 서 살다 ♪♬	0
중국 같으면 벌써 총살 다  무능한 정부 좀 정신 똑바로  차리고 일 좀하라 대한민국  범죄 천국 짐승 같은 인간 들  이 더 살기 좋 은나라	0
구속 해라 싸 이비가 젤 위험하다	0
구속 시켜 버리고 구상귄 청구 하시길 비나이다 신천지 자산 몰수 하여 사람 답 행동 한 이 들 골고루 븐 배하시 길 비나이다	0
눍어 안될	0
이 쓰레기 같은 인간 구속 하	0
토착 외구 대구 갱북 자민련 어떡 하냐 큰일 이 넹 ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ	0
아직 구속 안된 겨	0
종교 탄압 중지 해라	0
이만 희 개천 감옥 미라 되어서 나와라 이만 흑 얼굴 보고 싶지 않다 뻔 뻔하게	0
개판 새가아니면  무조건 구속 이	0
선경 사기꾼 들 사기치는 선경 말  선경 책 하면서 아가씨 들 목사 우두머리 들  다 따먹고 단 맞은 먼저 본 놈 들 임자  헌금 절대 하면 ㅋㅋ	0
모함 하지 말 자  정당하고 관련 시키지 말 자	0
영생 하신단다  뭐 걱정   꼬 지켜볼란다  피해 보상 시키고  모든 재산 압류 시켜라	0
반드시 구속 해라	0
이런 세금 인권 종교 도둑 놈 구속 시켜야 사회 그나마 맑아진다	0
